cell_type,contrast,symbol,logFC,t,P.Value,adj.P.Val
dc_monocytic_gmp,SF3B1-IB vs rest,CLEC11A,0.0332,0.73,0.465,0.516
dc_monocytic_gmp,SF3B1-IB vs rest,ZNF292,0.00348,0.703,0.482,0.532
dc_monocytic_gmp,SF3B1-IB vs rest,MIS18BP1,-4.66e-4,-0.678,0.498,0.547
dc_monocytic_gmp,SF3B1-IB vs rest,SYTL3,0.00292,0.675,0.5,0.547
dc_monocytic_gmp,SF3B1-IB vs rest,DUSP1,-0.0342,-0.587,0.557,0.608
dc_monocytic_gmp,SF3B1-IB vs rest,NEMF,0.00343,0.56,0.576,0.626
dc_monocytic_gmp,SF3B1-IB vs rest,PPP3CA,0.0181,0.532,0.595,0.644
dc_monocytic_gmp,SF3B1-IB vs rest,FOS,0.0281,0.524,0.6,0.648
dc_monocytic_gmp,SF3B1-IB vs rest,NFKBIA,-0.0187,-0.449,0.653,0.702
dc_monocytic_gmp,SF3B1-IB vs rest,SRPK2,-0.0168,-0.411,0.682,0.73
dc_monocytic_gmp,SF3B1-IB vs rest,H1FX,-0.002,-0.349,0.727,0.776
dc_monocytic_gmp,SF3B1-IB vs rest,BEX1,0.0107,0.281,0.779,0.827
dc_monocytic_gmp,SF3B1-IB vs rest,RILPL2,0.00613,0.279,0.781,0.827
dc_monocytic_gmp,SF3B1-IB vs rest,SMC5,0.00476,0.273,0.785,0.828
dc_monocytic_gmp,SF3B1-IB vs rest,CHD1,0.00681,0.269,0.788,0.828
dc_monocytic_gmp,SF3B1-IB vs rest,CUX1,9.53e-4,0.261,0.794,0.832
dc_monocytic_gmp,SF3B1-IB vs rest,CRY1,3.25e-5,0.232,0.817,0.852
dc_monocytic_gmp,SF3B1-IB vs rest,PPP1R12A,-8.94e-5,-0.22,0.826,0.858
dc_monocytic_gmp,SF3B1-IB vs rest,NME2,-0.00292,-0.199,0.842,0.873
dc_monocytic_gmp,SF3B1-IB vs rest,IFIT2,-0.0407,-0.175,0.862,0.889
dc_monocytic_gmp,SF3B1-IB vs rest,HMGN2,0.00292,0.149,0.882,0.907
dc_monocytic_gmp,SF3B1-IB vs rest,SIPA1L1,0.00179,0.143,0.886,0.907
dc_monocytic_gmp,SF3B1-IB vs rest,GAB2,-0.00524,-0.138,0.89,0.907
dc_monocytic_gmp,SF3B1-IB vs rest,UBB,-0.00117,-0.137,0.891,0.907
dc_monocytic_gmp,SF3B1-IB vs rest,PTEN,-0.00189,-0.102,0.919,0.928
dc_monocytic_gmp,SF3B1-IB vs rest,MEF2A,-5.97e-4,-0.102,0.919,0.928
dc_monocytic_gmp,SF3B1-IB vs rest,ARHGDIB,2.89e-5,0.0957,0.924,0.93
dc_monocytic_gmp,SF3B1-IB vs rest,SYAP1,0.00255,0.0904,0.928,0.931
dc_monocytic_gmp,SF3B1-IB vs rest,ARHGAP15,9.95e-6,7.29e-4,0.999,0.999
dc_monocytic_gmp,Complex vs rest,RPL26,0.0997,13.4,1.9900000000000002e-36,5.73e-34
dc_monocytic_gmp,Complex vs rest,TPT1,0.0131,10.6,2.5299999999999998e-24,3.65e-22
dc_monocytic_gmp,Complex vs rest,PPP2CA,-0.0826,-9.18,5.07e-19,4.87e-17
dc_monocytic_gmp,Complex vs rest,ARID1B,-0.125,-8.51,1.14e-16,8.19e-15
dc_monocytic_gmp,Complex vs rest,ETF1,-0.232,-7.93,8.94e-15,5.15e-13
dc_monocytic_gmp,Complex vs rest,PRRC2B,-0.134,-7.77,3e-14,1.44e-12
dc_monocytic_gmp,Complex vs rest,RTF1,-0.0316,-7.51,1.83e-13,7.51e-12
dc_monocytic_gmp,Complex vs rest,LUZP1,-0.115,-7.42,3.5e-13,1.26e-11
dc_monocytic_gmp,Complex vs rest,CLINT1,0.0346,7.39,4.25e-13,1.36e-11
dc_monocytic_gmp,Complex vs rest,KDM5B,-0.0188,-7.33,6.63e-13,1.91e-11
dc_monocytic_gmp,Complex vs rest,ELOVL5,0.032,7.1,3.26e-12,8.54e-11
dc_monocytic_gmp,Complex vs rest,FBXL17,-0.0545,-6.74,3.3e-11,7.93e-10
dc_monocytic_gmp,Complex vs rest,RPS11,0.00918,6.67,5.39e-11,1.2e-9
dc_monocytic_gmp,Complex vs rest,ARHGDIB,0.0027,6.54,1.22e-10,2.52e-9
dc_monocytic_gmp,Complex vs rest,GABARAP,0.00483,6.5,1.59e-10,3.06e-9
dc_monocytic_gmp,Complex vs rest,UQCRB,0.0167,6.47,1.93e-10,3.47e-9
dc_monocytic_gmp,Complex vs rest,RPL34,0.00133,6.44,2.32e-10,3.94e-9
dc_monocytic_gmp,Complex vs rest,RUNX1,-0.0497,-6.42,2.52e-10,4.04e-9
dc_monocytic_gmp,Complex vs rest,DPYD,-0.26,-6.26,6.96e-10,1.05e-8
dc_monocytic_gmp,Complex vs rest,VIM,-0.0657,-6.19,1.05e-9,1.47e-8
dc_monocytic_gmp,Complex vs rest,MECP2,-0.255,-6.19,1.07e-9,1.47e-8
dc_monocytic_gmp,Complex vs rest,EIF3K,-0.0618,-6.04,2.62e-9,3.43e-8
dc_monocytic_gmp,Complex vs rest,ASXL1,-0.27,-6.01,3.06e-9,3.83e-8
dc_monocytic_gmp,Complex vs rest,LGALS1,-0.257,-5.94,4.55e-9,5.46e-8
dc_monocytic_gmp,Complex vs rest,SLC25A6,-0.0408,-5.88,6.49e-9,7.48e-8
dc_monocytic_gmp,Complex vs rest,HMGN2,-0.157,-5.82,9.36e-9,1.04e-7
dc_monocytic_gmp,Complex vs rest,TRPS1,0.0284,5.78,1.13e-8,1.2e-7
dc_monocytic_gmp,Complex vs rest,ARPC2,0.012,5.7,1.76e-8,1.81e-7
dc_monocytic_gmp,Complex vs rest,SKP1,0.0974,5.68,2.05e-8,2.04e-7
dc_monocytic_gmp,Complex vs rest,H2AFV,-0.0444,-5.65,2.39e-8,2.29e-7
dc_monocytic_gmp,Complex vs rest,UBE2B,0.0138,5.56,3.92e-8,3.64e-7
dc_monocytic_gmp,Complex vs rest,SRRM1,-0.121,-5.54,4.45e-8,4e-7
dc_monocytic_gmp,Complex vs rest,RSL24D1,-0.0502,-5.5,5.46e-8,4.73e-7
dc_monocytic_gmp,Complex vs rest,BCR,-0.0403,-5.49,5.58e-8,4.73e-7
dc_monocytic_gmp,Complex vs rest,TTC17,0.0514,5.44,7.27e-8,5.98e-7
dc_monocytic_gmp,Complex vs rest,LDHA,0.00379,5.39,9.63e-8,7.7e-7
dc_monocytic_gmp,Complex vs rest,SETD2,-0.0291,-5.38,1.05e-7,8.17e-7
dc_monocytic_gmp,Complex vs rest,MYL12B,-0.0702,-5.36,1.17e-7,8.89e-7
dc_monocytic_gmp,Complex vs rest,CD164,-0.0487,-5.24,2.17e-7,1.61e-6
dc_monocytic_gmp,Complex vs rest,NSA2,0.086,5.2,2.63e-7,1.89e-6
dc_monocytic_gmp,Complex vs rest,PLAC8,-0.151,-5.19,2.83e-7,1.99e-6
dc_monocytic_gmp,Complex vs rest,SVIL,0.052,5.09,4.55e-7,3.12e-6
dc_monocytic_gmp,Complex vs rest,ZFR,-0.0314,-5.06,5.46e-7,3.65e-6
dc_monocytic_gmp,Complex vs rest,CLEC11A,-0.31,-4.91,1.12e-6,7.32e-6
dc_monocytic_gmp,Complex vs rest,S100A4,-0.267,-4.9,1.2e-6,7.69e-6
dc_monocytic_gmp,Complex vs rest,CD44,0.0807,4.89,1.24e-6,7.74e-6
dc_monocytic_gmp,Complex vs rest,EZH2,0.136,4.88,1.34e-6,8.23e-6
dc_monocytic_gmp,Complex vs rest,ARRDC3,-0.419,-4.84,1.63e-6,9.79e-6
dc_monocytic_gmp,Complex vs rest,LMNA,0.0355,4.82,1.73e-6,1.02e-5
dc_monocytic_gmp,Complex vs rest,CHST11,-0.049,-4.8,1.94e-6,1.12e-5
dc_monocytic_gmp,Complex vs rest,CDC42SE2,-0.0509,-4.75,2.54e-6,1.44e-5
dc_monocytic_gmp,Complex vs rest,OAZ1,0.00958,4.7,3.21e-6,1.78e-5
dc_monocytic_gmp,Complex vs rest,BBX,0.183,4.65,4e-6,2.17e-5
dc_monocytic_gmp,Complex vs rest,ZNF254,0.166,4.55,6.38e-6,3.4e-5
dc_monocytic_gmp,Complex vs rest,AP3B1,0.0658,4.53,6.97e-6,3.65e-5
dc_monocytic_gmp,Complex vs rest,NAP1L1,0.00918,4.44,1.03e-5,5.32e-5
dc_monocytic_gmp,Complex vs rest,TTC3,-0.00814,-4.4,1.28e-5,6.45e-5
dc_monocytic_gmp,Complex vs rest,MAN2A1,0.0109,4.34,1.62e-5,8.02e-5
dc_monocytic_gmp,Complex vs rest,ZNF326,-0.0497,-4.32,1.8e-5,8.8e-5
dc_monocytic_gmp,Complex vs rest,RPL36AL,0.0615,4.24,2.56e-5,1.23e-4
dc_monocytic_gmp,Complex vs rest,PPM1B,-0.109,-4.22,2.81e-5,1.33e-4
dc_monocytic_gmp,Complex vs rest,NCOA3,0.0518,4.14,3.95e-5,1.84e-4
dc_monocytic_gmp,Complex vs rest,TUBA1A,0.128,4.07,5.35e-5,2.45e-4
dc_monocytic_gmp,Complex vs rest,ARHGAP15,-0.0761,-4,7.02e-5,3.12e-4
dc_monocytic_gmp,Complex vs rest,AOAH,-0.119,-4,7.04e-5,3.12e-4
dc_monocytic_gmp,Complex vs rest,HNRNPH1,0.0274,3.94,8.83e-5,3.86e-4
dc_monocytic_gmp,Complex vs rest,ATP8B4,-0.0721,-3.94,9.12e-5,3.92e-4
dc_monocytic_gmp,Complex vs rest,FNIP1,-0.119,-3.82,1.45e-4,6.14e-4
dc_monocytic_gmp,Complex vs rest,SMYD3,-0.038,-3.81,1.49e-4,6.22e-4
dc_monocytic_gmp,Complex vs rest,KANSL1,0.0318,3.76,1.86e-4,7.64e-4
dc_monocytic_gmp,Complex vs rest,ELF2,-0.074,-3.66,2.73e-4,0.00111
dc_monocytic_gmp,Complex vs rest,PHTF1,-0.0297,-3.62,3.16e-4,0.00126
dc_monocytic_gmp,Complex vs rest,STK4,-0.0543,-3.61,3.31e-4,0.00131
dc_monocytic_gmp,Complex vs rest,ADK,-0.118,-3.6,3.43e-4,0.00133
dc_monocytic_gmp,Complex vs rest,GRB2,-0.0489,-3.6,3.47e-4,0.00133
dc_monocytic_gmp,Complex vs rest,SP3,-0.0475,-3.57,3.77e-4,0.00143
dc_monocytic_gmp,Complex vs rest,ELANE,-0.0584,-3.57,3.85e-4,0.00144
dc_monocytic_gmp,Complex vs rest,SYK,-0.0823,-3.53,4.41e-4,0.00163
dc_monocytic_gmp,Complex vs rest,TPI1,-0.0201,-3.51,4.84e-4,0.00176
dc_monocytic_gmp,Complex vs rest,SELL,-0.199,-3.49,5.15e-4,0.00185
dc_monocytic_gmp,Complex vs rest,PNISR,-0.00929,-3.48,5.42e-4,0.00193
dc_monocytic_gmp,Complex vs rest,AIF1,-0.0929,-3.47,5.62e-4,0.00197
dc_monocytic_gmp,Complex vs rest,NASP,-0.108,-3.46,5.81e-4,0.00201
dc_monocytic_gmp,Complex vs rest,YPEL5,-0.03,-3.44,6.17e-4,0.00212
dc_monocytic_gmp,Complex vs rest,SRPK2,-0.193,-3.38,7.58e-4,0.00257
dc_monocytic_gmp,Complex vs rest,DDAH2,0.0219,3.37,7.84e-4,0.00263
dc_monocytic_gmp,Complex vs rest,HSPA8,-0.0521,-3.31,9.77e-4,0.00324
dc_monocytic_gmp,Complex vs rest,RELB,0.246,3.3,0.00102,0.00335
dc_monocytic_gmp,Complex vs rest,SNX3,0.042,3.29,0.00105,0.0034
dc_monocytic_gmp,Complex vs rest,ZBTB20,-0.073,-3.28,0.00107,0.00343
dc_monocytic_gmp,Complex vs rest,ANKRD12,-0.0301,-3.23,0.0013,0.00411
dc_monocytic_gmp,Complex vs rest,SCAF11,0.023,3.23,0.00131,0.00411
dc_monocytic_gmp,Complex vs rest,PPP6C,-0.0139,-3.17,0.00161,0.00497
dc_monocytic_gmp,Complex vs rest,BTBD11,0.0124,3.14,0.00174,0.00532
dc_monocytic_gmp,Complex vs rest,MAP3K8,-0.145,-3.14,0.00179,0.00542
dc_monocytic_gmp,Complex vs rest,JUND,0.181,3.12,0.0019,0.0057
dc_monocytic_gmp,Complex vs rest,LUC7L2,0.0403,3.1,0.00202,0.00595
dc_monocytic_gmp,Complex vs rest,PDE7A,0.0457,3.1,0.00202,0.00595
dc_monocytic_gmp,Complex vs rest,PPP3R1,-0.0143,-3.07,0.00219,0.00638
dc_monocytic_gmp,Complex vs rest,NEMF,-0.0263,-3.06,0.00227,0.00655
dc_monocytic_gmp,Complex vs rest,GOLPH3,0.0599,3.01,0.00268,0.00766
dc_monocytic_gmp,Complex vs rest,KMT2C,0.0078,2.96,0.00314,0.00885
dc_monocytic_gmp,Complex vs rest,STAG1,0.00982,2.96,0.00316,0.00885
dc_monocytic_gmp,Complex vs rest,COG5,0.0232,2.95,0.00332,0.00921
dc_monocytic_gmp,Complex vs rest,MYCBP2,0.0503,2.91,0.00369,0.0101
dc_monocytic_gmp,Complex vs rest,DUSP1,-0.237,-2.91,0.00376,0.0102
dc_monocytic_gmp,Complex vs rest,MKLN1,0.0201,2.88,0.00415,0.0112
dc_monocytic_gmp,Complex vs rest,SFPQ,-0.0166,-2.87,0.00424,0.0113
dc_monocytic_gmp,Complex vs rest,FBXO33,-0.039,-2.85,0.00452,0.0119
dc_monocytic_gmp,Complex vs rest,ACTR2,-0.0414,-2.85,0.00455,0.0119
dc_monocytic_gmp,Complex vs rest,CHD1,-0.0987,-2.78,0.00554,0.0144
dc_monocytic_gmp,Complex vs rest,SRSF3,-0.0467,-2.75,0.00609,0.0157
dc_monocytic_gmp,Complex vs rest,UBB,0.0326,2.73,0.00651,0.0166
dc_monocytic_gmp,Complex vs rest,ARID4B,-0.0609,-2.72,0.00677,0.0171
dc_monocytic_gmp,Complex vs rest,UBA52,-0.00112,-2.7,0.00721,0.0181
dc_monocytic_gmp,Complex vs rest,NFKBIA,-0.157,-2.69,0.00734,0.0182
dc_monocytic_gmp,Complex vs rest,SMURF1,-0.125,-2.63,0.00886,0.0218
dc_monocytic_gmp,Complex vs rest,RPLP1,-0.018,-2.61,0.00924,0.0225
dc_monocytic_gmp,Complex vs rest,HSP90AB1,0.128,2.58,0.0101,0.0243
dc_monocytic_gmp,Complex vs rest,MIF,0.0285,2.58,0.0102,0.0243
dc_monocytic_gmp,Complex vs rest,CIRBP,-0.0812,-2.58,0.0102,0.0243
dc_monocytic_gmp,Complex vs rest,TXNIP,0.11,2.55,0.0111,0.0263
dc_monocytic_gmp,Complex vs rest,NSMCE2,0.0189,2.53,0.0117,0.0273
dc_monocytic_gmp,Complex vs rest,DEK,0.00628,2.52,0.012,0.0278
dc_monocytic_gmp,Complex vs rest,STK3,0.158,2.51,0.0121,0.028
dc_monocytic_gmp,Complex vs rest,PLXDC2,0.0541,2.49,0.013,0.0297
dc_monocytic_gmp,Complex vs rest,MCTP2,0.0132,2.48,0.0134,0.0304
dc_monocytic_gmp,Complex vs rest,GNAS,-0.0262,-2.47,0.0137,0.0307
dc_monocytic_gmp,Complex vs rest,SUMF1,-0.0997,-2.45,0.0144,0.0322
dc_monocytic_gmp,Complex vs rest,HMGB1,-0.0236,-2.44,0.015,0.0333
dc_monocytic_gmp,Complex vs rest,PRKDC,-0.00233,-2.43,0.0152,0.0334
dc_monocytic_gmp,Complex vs rest,TUBA1B,-0.0238,-2.4,0.0166,0.0362
dc_monocytic_gmp,Complex vs rest,RELL1,-0.116,-2.39,0.0173,0.0372
dc_monocytic_gmp,Complex vs rest,EIF3A,-0.051,-2.39,0.0173,0.0372
dc_monocytic_gmp,Complex vs rest,PRTN3,-0.0367,-2.37,0.0178,0.0381
dc_monocytic_gmp,Complex vs rest,MZT2B,-0.0329,-2.36,0.0184,0.0389
dc_monocytic_gmp,Complex vs rest,SRSF11,-0.0404,-2.34,0.0193,0.0407
dc_monocytic_gmp,Complex vs rest,SCFD1,-0.0203,-2.33,0.02,0.0417
dc_monocytic_gmp,Complex vs rest,PICALM,0.178,2.29,0.0221,0.0458
dc_monocytic_gmp,Complex vs rest,STAU1,-0.0604,-2.29,0.0226,0.0465
dc_monocytic_gmp,Complex vs rest,TBC1D5,-0.0472,-2.27,0.0237,0.0485
dc_monocytic_gmp,Complex vs rest,YBX1,-0.0468,-2.24,0.0252,0.051
dc_monocytic_gmp,Complex vs rest,MAPK14,-0.0174,-2.24,0.0253,0.051
dc_monocytic_gmp,Complex vs rest,PTEN,-0.0575,-2.22,0.0267,0.0533
dc_monocytic_gmp,Complex vs rest,ZNF644,-0.0117,-2.22,0.0268,0.0533
dc_monocytic_gmp,Complex vs rest,WDFY2,-0.0646,-2.2,0.0278,0.0549
dc_monocytic_gmp,Complex vs rest,PRSS57,0.0203,2.2,0.028,0.0549
dc_monocytic_gmp,Complex vs rest,STK17B,-0.0235,-2.2,0.0283,0.055
dc_monocytic_gmp,Complex vs rest,GNPTAB,0.105,2.19,0.0291,0.0562
dc_monocytic_gmp,Complex vs rest,DDX5,-0.0446,-2.17,0.0303,0.0581
dc_monocytic_gmp,Complex vs rest,HNRNPA1,-0.0196,-2.15,0.0322,0.0614
dc_monocytic_gmp,Complex vs rest,JUNB,0.111,2.14,0.033,0.0619
dc_monocytic_gmp,Complex vs rest,RNF24,-0.00126,-2.14,0.0331,0.0619
dc_monocytic_gmp,Complex vs rest,RPS26,-0.138,-2.14,0.0331,0.0619
dc_monocytic_gmp,Complex vs rest,HNRNPD,-0.0193,-2.11,0.0355,0.066
dc_monocytic_gmp,Complex vs rest,KAT6B,-4.37e-4,-2.1,0.0358,0.066
dc_monocytic_gmp,Complex vs rest,DIP2B,0.0569,2.1,0.036,0.066
dc_monocytic_gmp,Complex vs rest,NCOR1,-0.0224,-2.08,0.0381,0.0694
dc_monocytic_gmp,Complex vs rest,SIPA1L1,-0.0363,-2.07,0.0386,0.0698
dc_monocytic_gmp,Complex vs rest,PNN,-0.0458,-2.06,0.0394,0.0709
dc_monocytic_gmp,Complex vs rest,ARIH1,-3.91e-4,-2.05,0.0412,0.0734
dc_monocytic_gmp,Complex vs rest,WAC,-0.00474,-2.04,0.0413,0.0734
dc_monocytic_gmp,Complex vs rest,IP6K1,-0.0455,-2.04,0.0421,0.0743
dc_monocytic_gmp,Complex vs rest,N4BP2L2,0.0163,2.02,0.044,0.0774
dc_monocytic_gmp,Complex vs rest,SECISBP2,-0.0653,-2.01,0.0449,0.0784
dc_monocytic_gmp,Complex vs rest,WTAP,-0.0567,-2,0.0462,0.0801
dc_monocytic_gmp,Complex vs rest,MDK,-0.0523,-1.99,0.0471,0.0811
dc_monocytic_gmp,Complex vs rest,FNDC3A,-0.0134,-1.95,0.0516,0.0885
dc_monocytic_gmp,Complex vs rest,ZFAND6,-0.0334,-1.94,0.053,0.0903
dc_monocytic_gmp,Complex vs rest,PRDX6,0.0309,1.92,0.0555,0.094
dc_monocytic_gmp,Complex vs rest,ANKRD44,-0.0144,-1.91,0.0569,0.0958
dc_monocytic_gmp,Complex vs rest,ZEB2,0.0491,1.91,0.0572,0.0958
dc_monocytic_gmp,Complex vs rest,STAT1,0.00749,1.88,0.0604,0.101
dc_monocytic_gmp,Complex vs rest,SMC5,-0.0459,-1.87,0.0619,0.102
dc_monocytic_gmp,Complex vs rest,PELI1,-0.111,-1.86,0.0635,0.104
dc_monocytic_gmp,Complex vs rest,RPL13,3.13e-4,1.86,0.0636,0.104
dc_monocytic_gmp,Complex vs rest,MYADM,0.0757,1.84,0.066,0.107
dc_monocytic_gmp,Complex vs rest,VAMP2,-0.125,-1.79,0.0734,0.119
dc_monocytic_gmp,Complex vs rest,CD52,0.0688,1.68,0.0925,0.149
dc_monocytic_gmp,Complex vs rest,MARCH6,-0.00142,-1.66,0.097,0.155
dc_monocytic_gmp,Complex vs rest,CELF2,0.00621,1.62,0.106,0.169
dc_monocytic_gmp,Complex vs rest,JARID2,0.066,1.59,0.112,0.178
dc_monocytic_gmp,Complex vs rest,VMP1,-0.0815,-1.56,0.118,0.186
dc_monocytic_gmp,Complex vs rest,ZSWIM6,0.114,1.56,0.12,0.188
dc_monocytic_gmp,Complex vs rest,SMIM24,-0.0133,-1.54,0.124,0.194
dc_monocytic_gmp,Complex vs rest,ARL6IP1,0.0162,1.5,0.134,0.208
dc_monocytic_gmp,Complex vs rest,CDK17,-0.0219,-1.49,0.136,0.209
dc_monocytic_gmp,Complex vs rest,ZFAND3,-0.00647,-1.49,0.136,0.209
dc_monocytic_gmp,Complex vs rest,TBL1XR1,0.0119,1.48,0.138,0.21
dc_monocytic_gmp,Complex vs rest,MEF2A,0.0114,1.38,0.168,0.255
dc_monocytic_gmp,Complex vs rest,RANBP9,-0.00138,-1.37,0.172,0.259
dc_monocytic_gmp,Complex vs rest,RTN4,0.00978,1.36,0.173,0.259
dc_monocytic_gmp,Complex vs rest,CUX1,0.00698,1.36,0.175,0.262
dc_monocytic_gmp,Complex vs rest,FOS,-0.0988,-1.31,0.192,0.285
dc_monocytic_gmp,Complex vs rest,PELI2,-0.0353,-1.3,0.194,0.287
dc_monocytic_gmp,Complex vs rest,PRKCB,-0.026,-1.26,0.21,0.306
dc_monocytic_gmp,Complex vs rest,EREG,-0.0356,-1.26,0.21,0.306
dc_monocytic_gmp,Complex vs rest,TEX14,0.0135,1.25,0.211,0.306
dc_monocytic_gmp,Complex vs rest,ATAD2,0.0025,1.25,0.212,0.307
dc_monocytic_gmp,Complex vs rest,RPL36A,0.00334,1.24,0.214,0.308
dc_monocytic_gmp,Complex vs rest,HNRNPR,-0.0281,-1.24,0.215,0.308
dc_monocytic_gmp,Complex vs rest,RILPL2,-0.0383,-1.24,0.217,0.309
dc_monocytic_gmp,Complex vs rest,DOCK8,-0.0574,-1.21,0.226,0.321
dc_monocytic_gmp,Complex vs rest,ZNF292,-0.00836,-1.2,0.231,0.326
dc_monocytic_gmp,Complex vs rest,SLC39A8,-0.053900000000000003,-1.19,0.234,0.329
dc_monocytic_gmp,Complex vs rest,RHOH,0.0107,1.19,0.236,0.33
dc_monocytic_gmp,Complex vs rest,DTL,-0.00941,-1.18,0.239,0.333
dc_monocytic_gmp,Complex vs rest,RASA2,-0.0615,-1.17,0.241,0.333
dc_monocytic_gmp,Complex vs rest,CCNL1,-0.00821,-1.17,0.242,0.333
dc_monocytic_gmp,Complex vs rest,RBL1,0.0277,1.17,0.243,0.333
dc_monocytic_gmp,Complex vs rest,NFKB1,0.0604,1.16,0.247,0.336
dc_monocytic_gmp,Complex vs rest,SUPT3H,-0.0318,-1.16,0.247,0.336
dc_monocytic_gmp,Complex vs rest,H1FX,-0.00917,-1.14,0.256,0.347
dc_monocytic_gmp,Complex vs rest,PBX3,-0.0173,-1.12,0.263,0.354
dc_monocytic_gmp,Complex vs rest,BRAF,0.0227,1.11,0.265,0.356
dc_monocytic_gmp,Complex vs rest,NFKBIZ,-0.071,-1.1,0.271,0.362
dc_monocytic_gmp,Complex vs rest,IFIT2,0.354,1.08,0.282,0.374
dc_monocytic_gmp,Complex vs rest,SKIL,-0.0141,-1.02,0.306,0.404
dc_monocytic_gmp,Complex vs rest,PDS5B,0.0152,0.999,0.318,0.418
dc_monocytic_gmp,Complex vs rest,AREG,0.112,0.979,0.328,0.429
dc_monocytic_gmp,Complex vs rest,IGLL1,0.00502,0.965,0.335,0.437
dc_monocytic_gmp,Complex vs rest,GAB2,-0.0511,-0.957,0.339,0.44
dc_monocytic_gmp,Complex vs rest,SQSTM1,-0.00776,-0.951,0.342,0.441
dc_monocytic_gmp,Complex vs rest,SLMAP,0.0145,0.944,0.345,0.444
dc_monocytic_gmp,Complex vs rest,PDZD8,-0.0147,-0.922,0.357,0.457
dc_monocytic_gmp,Complex vs rest,GNB4,8.23e-4,0.918,0.359,0.457
dc_monocytic_gmp,Complex vs rest,ZDHHC20,-0.0276,-0.915,0.361,0.458
dc_monocytic_gmp,Complex vs rest,XPO1,-0.0941,-0.892,0.373,0.471
dc_monocytic_gmp,Complex vs rest,RAB11A,-0.0126,-0.885,0.377,0.474
dc_monocytic_gmp,Complex vs rest,FABP5,0.00977,0.864,0.388,0.486
dc_monocytic_gmp,Complex vs rest,ERG,0.0479,0.845,0.398,0.497
dc_monocytic_gmp,Complex vs rest,EIF4G3,0.011,0.839,0.402,0.498
dc_monocytic_gmp,Complex vs rest,BEX1,0.045,0.835,0.404,0.499
dc_monocytic_gmp,Complex vs rest,CRY1,-1.6e-4,-0.808,0.42,0.515
dc_monocytic_gmp,Complex vs rest,SLTM,0.0325,0.806,0.42,0.515
dc_monocytic_gmp,Complex vs rest,EIF1AX,-0.0374,-0.801,0.424,0.517
dc_monocytic_gmp,Complex vs rest,KLF2,-0.00864,-0.777,0.438,0.532
dc_monocytic_gmp,Complex vs rest,MYO9B,-0.0091,-0.766,0.444,0.537
dc_monocytic_gmp,Complex vs rest,APBB1IP,-0.0327,-0.737,0.461,0.556
dc_monocytic_gmp,Complex vs rest,PTBP2,-0.00737,-0.729,0.466,0.56
dc_monocytic_gmp,Complex vs rest,FBXO34,0.0137,0.723,0.47,0.562
dc_monocytic_gmp,Complex vs rest,CNBP,-0.0103,-0.711,0.477,0.568
dc_monocytic_gmp,Complex vs rest,MIS18BP1,6.58e-4,0.679,0.497,0.589
dc_monocytic_gmp,Complex vs rest,NME2,0.0138,0.668,0.505,0.596
dc_monocytic_gmp,Complex vs rest,XBP1,0.00462,0.648,0.517,0.607
dc_monocytic_gmp,Complex vs rest,TAF1D,0.00964,0.646,0.518,0.607
dc_monocytic_gmp,Complex vs rest,RPS4Y1,-0.0399,-0.638,0.523,0.61
dc_monocytic_gmp,Complex vs rest,CCNI,-0.0103,-0.588,0.556,0.646
dc_monocytic_gmp,Complex vs rest,UBE2E1,0.00671,0.581,0.561,0.649
dc_monocytic_gmp,Complex vs rest,HSPD1,-0.0115,-0.562,0.575,0.662
dc_monocytic_gmp,Complex vs rest,SENP5,0.00598,0.53,0.596,0.684
dc_monocytic_gmp,Complex vs rest,RBM25,-0.031,-0.52,0.603,0.689
dc_monocytic_gmp,Complex vs rest,C12orf57,0.00529,0.505,0.614,0.699
dc_monocytic_gmp,Complex vs rest,PTPRC,-0.00951,-0.49,0.624,0.705
dc_monocytic_gmp,Complex vs rest,SYTL3,-0.00299,-0.49,0.624,0.705
dc_monocytic_gmp,Complex vs rest,DENND1B,0.00416,0.472,0.637,0.717
dc_monocytic_gmp,Complex vs rest,JUN,0.0493,0.398,0.691,0.774
dc_monocytic_gmp,Complex vs rest,ELMO1,0.0011,0.377,0.706,0.788
dc_monocytic_gmp,Complex vs rest,SMURF2,-0.0039,-0.365,0.715,0.796
dc_monocytic_gmp,Complex vs rest,FNDC3B,0.00461,0.359,0.72,0.798
dc_monocytic_gmp,Complex vs rest,PHACTR2,-0.0172,-0.347,0.729,0.801
dc_monocytic_gmp,Complex vs rest,DDX3X,-0.0041,-0.346,0.729,0.801
dc_monocytic_gmp,Complex vs rest,TCF12,0.00142,0.343,0.732,0.801
dc_monocytic_gmp,Complex vs rest,KCNQ5,-2.26e-4,-0.322,0.747,0.815
dc_monocytic_gmp,Complex vs rest,TET2,0.00845,0.308,0.759,0.824
dc_monocytic_gmp,Complex vs rest,PCBP2,-9.41e-5,-0.304,0.761,0.824
dc_monocytic_gmp,Complex vs rest,ARID4A,7.36e-4,0.301,0.764,0.824
dc_monocytic_gmp,Complex vs rest,APLP2,-0.00896,-0.286,0.775,0.833
dc_monocytic_gmp,Complex vs rest,PPP3CA,-0.0132,-0.276,0.783,0.838
dc_monocytic_gmp,Complex vs rest,RAP1B,-0.0015,-0.249,0.803,0.857
dc_monocytic_gmp,Complex vs rest,LYN,-0.00286,-0.217,0.828,0.88
