cell_type,contrast,symbol,logFC,t,P.Value,adj.P.Val
early_lymphoid_bcell,EZH2 vs rest,PCDH9,-0.597,-2.63,0.00862,0.165
early_lymphoid_bcell,EZH2 vs rest,DTL,0.0568,2.56,0.0108,0.177
early_lymphoid_bcell,EZH2 vs rest,EIF4G3,0.0609,2.41,0.0162,0.204
early_lymphoid_bcell,EZH2 vs rest,ANP32B,-0.232,-2.41,0.0164,0.204
early_lymphoid_bcell,EZH2 vs rest,FNBP1,0.0269,2.38,0.0177,0.204
early_lymphoid_bcell,EZH2 vs rest,PSIP1,-0.0747,-2.3,0.0217,0.227
early_lymphoid_bcell,EZH2 vs rest,MARK3,-0.0757,-2.24,0.0252,0.241
early_lymphoid_bcell,EZH2 vs rest,AP3B1,0.073,2.19,0.0286,0.253
early_lymphoid_bcell,EZH2 vs rest,SRSF11,-0.0811,-2.13,0.0334,0.267
early_lymphoid_bcell,EZH2 vs rest,GNAQ,0.104,2.11,0.0348,0.267
early_lymphoid_bcell,EZH2 vs rest,MORF4L1,0.249,2.06,0.0394,0.271
early_lymphoid_bcell,EZH2 vs rest,CENPP,-0.0828,-2.06,0.04,0.271
early_lymphoid_bcell,EZH2 vs rest,FCHSD2,0.168,2.02,0.0441,0.282
early_lymphoid_bcell,EZH2 vs rest,BACH2,-0.46,-1.88,0.061,0.369
early_lymphoid_bcell,EZH2 vs rest,ACTR2,0.462,1.82,0.0687,0.383
early_lymphoid_bcell,EZH2 vs rest,LRRFIP1,0.0102,1.79,0.0735,0.383
early_lymphoid_bcell,EZH2 vs rest,FUBP1,0.0663,1.79,0.074,0.383
early_lymphoid_bcell,EZH2 vs rest,ZFAND3,0.0549,1.77,0.0765,0.383
early_lymphoid_bcell,EZH2 vs rest,GNB1,0.0513,1.71,0.0881,0.405
early_lymphoid_bcell,EZH2 vs rest,KMT2E,-0.0759,-1.68,0.0936,0.405
early_lymphoid_bcell,EZH2 vs rest,DNTT,-0.56,-1.67,0.0955,0.405
early_lymphoid_bcell,EZH2 vs rest,ZNF292,-0.0584,-1.67,0.0962,0.405
early_lymphoid_bcell,EZH2 vs rest,SLTM,-0.525,-1.65,0.0985,0.405
early_lymphoid_bcell,EZH2 vs rest,GRB2,0.0983,1.58,0.114,0.434
early_lymphoid_bcell,EZH2 vs rest,PDS5B,-0.0215,-1.56,0.119,0.434
early_lymphoid_bcell,EZH2 vs rest,CSGALNACT2,0.0232,1.55,0.122,0.434
early_lymphoid_bcell,EZH2 vs rest,PICALM,-0.0023,-1.54,0.124,0.434
early_lymphoid_bcell,EZH2 vs rest,DENND4A,0.0391,1.53,0.127,0.434
early_lymphoid_bcell,EZH2 vs rest,RAP1B,-0.0183,-1.52,0.128,0.434
early_lymphoid_bcell,EZH2 vs rest,NASP,-0.0889,-1.46,0.146,0.474
early_lymphoid_bcell,EZH2 vs rest,TFDP2,0.00142,1.45,0.148,0.474
early_lymphoid_bcell,EZH2 vs rest,SQSTM1,-0.0545,-1.39,0.164,0.509
early_lymphoid_bcell,EZH2 vs rest,MARCH6,-0.224,-1.35,0.176,0.529
early_lymphoid_bcell,EZH2 vs rest,MIS18BP1,0.0593,1.34,0.181,0.529
early_lymphoid_bcell,EZH2 vs rest,TAOK3,0.109,1.33,0.184,0.529
early_lymphoid_bcell,EZH2 vs rest,GATAD2B,-0.0381,-1.32,0.189,0.529
early_lymphoid_bcell,EZH2 vs rest,MAP3K2,-0.0269,-1.29,0.199,0.544
early_lymphoid_bcell,EZH2 vs rest,SMCHD1,-0.0472,-1.27,0.205,0.548
early_lymphoid_bcell,EZH2 vs rest,PPP6C,-0.021,-1.21,0.227,0.593
early_lymphoid_bcell,EZH2 vs rest,EIF1,0.0447,1.18,0.238,0.604
early_lymphoid_bcell,EZH2 vs rest,NUP98,-0.0876,-1.17,0.241,0.604
early_lymphoid_bcell,EZH2 vs rest,SRP14,0.499,1.15,0.25,0.607
early_lymphoid_bcell,EZH2 vs rest,SFPQ,0.0396,1.14,0.254,0.607
early_lymphoid_bcell,EZH2 vs rest,HP1BP3,-0.0117,-1.12,0.263,0.616
early_lymphoid_bcell,EZH2 vs rest,UBE2G1,0.0805,1.07,0.283,0.647
early_lymphoid_bcell,EZH2 vs rest,LYN,0.013,1.07,0.287,0.647
early_lymphoid_bcell,EZH2 vs rest,SMC5,0.108,1.04,0.301,0.658
early_lymphoid_bcell,EZH2 vs rest,RANBP2,-0.0257,-1.03,0.304,0.658
early_lymphoid_bcell,EZH2 vs rest,AFF3,-0.197,-1.02,0.309,0.658
early_lymphoid_bcell,EZH2 vs rest,CBX3,0.0196,0.966,0.334,0.677
early_lymphoid_bcell,EZH2 vs rest,FBXO11,-0.0236,-0.95,0.342,0.677
early_lymphoid_bcell,EZH2 vs rest,NSA2,0.0153,0.949,0.343,0.677
early_lymphoid_bcell,EZH2 vs rest,HNRNPR,-0.0663,-0.94,0.348,0.677
early_lymphoid_bcell,EZH2 vs rest,HNRNPK,0.0052,0.933,0.351,0.677
early_lymphoid_bcell,EZH2 vs rest,WTAP,-0.0409,-0.929,0.353,0.677
early_lymphoid_bcell,EZH2 vs rest,NKTR,0.0135,0.908,0.364,0.687
early_lymphoid_bcell,EZH2 vs rest,MKLN1,0.075,0.888,0.375,0.695
early_lymphoid_bcell,EZH2 vs rest,TRA2B,0.0288,0.856,0.392,0.696
early_lymphoid_bcell,EZH2 vs rest,ABI1,0.00961,0.837,0.403,0.696
early_lymphoid_bcell,EZH2 vs rest,PHTF1,-0.0115,-0.828,0.408,0.696
early_lymphoid_bcell,EZH2 vs rest,SH3KBP1,0.0208,0.821,0.412,0.696
early_lymphoid_bcell,EZH2 vs rest,USP47,-0.0571,-0.804,0.421,0.696
early_lymphoid_bcell,EZH2 vs rest,FNIP1,0.0324,0.799,0.425,0.696
early_lymphoid_bcell,EZH2 vs rest,PIAS1,0.0124,0.796,0.426,0.696
early_lymphoid_bcell,EZH2 vs rest,MYO9B,0.132,0.79,0.43,0.696
early_lymphoid_bcell,EZH2 vs rest,TRIM24,-0.0428,-0.79,0.43,0.696
early_lymphoid_bcell,EZH2 vs rest,EIF2AK2,0.0159,0.754,0.451,0.718
early_lymphoid_bcell,EZH2 vs rest,RPL36AL,-0.0257,-0.736,0.462,0.718
early_lymphoid_bcell,EZH2 vs rest,TCF4,-0.03,-0.736,0.462,0.718
early_lymphoid_bcell,EZH2 vs rest,RAB1A,0.00922,0.712,0.477,0.73
early_lymphoid_bcell,EZH2 vs rest,EIF3A,-0.0986,-0.703,0.482,0.73
early_lymphoid_bcell,EZH2 vs rest,TLK1,-0.024,-0.693,0.489,0.73
early_lymphoid_bcell,EZH2 vs rest,KAT6B,0.107,0.66,0.509,0.751
early_lymphoid_bcell,EZH2 vs rest,PACSIN2,0.00703,0.625,0.532,0.762
early_lymphoid_bcell,EZH2 vs rest,ANKRD11,-0.0117,-0.617,0.537,0.762
early_lymphoid_bcell,EZH2 vs rest,USP15,0.00741,0.613,0.54,0.762
early_lymphoid_bcell,EZH2 vs rest,UBR5,-0.00917,-0.571,0.568,0.762
early_lymphoid_bcell,EZH2 vs rest,MAX,-0.0181,-0.568,0.57,0.762
early_lymphoid_bcell,EZH2 vs rest,ARID1A,0.00791,0.567,0.571,0.762
early_lymphoid_bcell,EZH2 vs rest,RBM25,0.162,0.566,0.572,0.762
early_lymphoid_bcell,EZH2 vs rest,HNRNPA2B1,7.25e-4,0.556,0.579,0.762
early_lymphoid_bcell,EZH2 vs rest,RLF,0.0685,0.554,0.58,0.762
early_lymphoid_bcell,EZH2 vs rest,RHOA,-0.00322,-0.55,0.583,0.762
early_lymphoid_bcell,EZH2 vs rest,FOXP1,-0.0146,-0.528,0.598,0.772
early_lymphoid_bcell,EZH2 vs rest,ANKRD17,-0.00657,-0.496,0.62,0.783
early_lymphoid_bcell,EZH2 vs rest,SOD2,-0.00505,-0.493,0.622,0.783
early_lymphoid_bcell,EZH2 vs rest,DCP1A,0.014,0.488,0.626,0.783
early_lymphoid_bcell,EZH2 vs rest,UBE3A,-0.0231,-0.472,0.637,0.787
early_lymphoid_bcell,EZH2 vs rest,ATF6,-0.0168,-0.39,0.696,0.852
early_lymphoid_bcell,EZH2 vs rest,IP6K1,-0.111,-0.344,0.731,0.874
early_lymphoid_bcell,EZH2 vs rest,LSM14A,-0.00773,-0.34,0.734,0.874
early_lymphoid_bcell,EZH2 vs rest,ANKHD1,0.0347,0.322,0.748,0.874
early_lymphoid_bcell,EZH2 vs rest,PPM1B,-0.00506,-0.32,0.749,0.874
early_lymphoid_bcell,EZH2 vs rest,RNF38,-0.0829,-0.309,0.757,0.874
early_lymphoid_bcell,EZH2 vs rest,RTF1,0.00428,0.305,0.76,0.874
early_lymphoid_bcell,EZH2 vs rest,ZNF644,0.00863,0.232,0.816,0.925
early_lymphoid_bcell,EZH2 vs rest,TNKS,-0.00664,-0.227,0.821,0.925
early_lymphoid_bcell,EZH2 vs rest,SRRM1,-0.0262,-0.217,0.828,0.925
early_lymphoid_bcell,EZH2 vs rest,SKIL,0.0157,0.193,0.847,0.933
early_lymphoid_bcell,EZH2 vs rest,SMURF1,0.0152,0.187,0.852,0.933
early_lymphoid_bcell,EZH2 vs rest,NR3C1,-0.00315,-0.167,0.868,0.939
early_lymphoid_bcell,EZH2 vs rest,UBXN4,0.00138,0.156,0.876,0.939
early_lymphoid_bcell,EZH2 vs rest,SLMAP,-0.00202,-0.147,0.883,0.939
early_lymphoid_bcell,EZH2 vs rest,CPSF6,-0.0058,-0.137,0.891,0.939
early_lymphoid_bcell,EZH2 vs rest,PRDM2,-0.00138,-0.127,0.899,0.939
early_lymphoid_bcell,EZH2 vs rest,GIT2,-0.00132,-0.086,0.931,0.965
early_lymphoid_bcell,EZH2 vs rest,ATP11B,-0.00261,-0.0508,0.96,0.981
early_lymphoid_bcell,EZH2 vs rest,SUMO2,-7.49e-4,-0.0449,0.964,0.981
early_lymphoid_bcell,EZH2 vs rest,NEMF,-3.22e-4,-0.0171,0.986,0.987
early_lymphoid_bcell,EZH2 vs rest,TTC7A,0.00187,0.0166,0.987,0.987
early_lymphoid_bcell,TET2-bi vs rest,USP9X,0.0583,6.44,2.34e-10,2.69e-8
early_lymphoid_bcell,TET2-bi vs rest,MARK3,-0.0897,-5.99,3.42e-9,1.86e-7
early_lymphoid_bcell,TET2-bi vs rest,ANP32B,-0.254,-5.93,4.84e-9,1.86e-7
early_lymphoid_bcell,TET2-bi vs rest,PSIP1,-0.0757,-5.22,2.36e-7,6.79e-6
early_lymphoid_bcell,TET2-bi vs rest,TLK1,-0.0706,-4.56,5.95e-6,1.37e-4
early_lymphoid_bcell,TET2-bi vs rest,TFDP2,0.00192,4.36,1.48e-5,2.47e-4
early_lymphoid_bcell,TET2-bi vs rest,BACH2,-0.479,-4.36,1.53e-5,2.47e-4
early_lymphoid_bcell,TET2-bi vs rest,FOXP1,-0.0535,-4.33,1.72e-5,2.47e-4
early_lymphoid_bcell,TET2-bi vs rest,HNRNPR,-0.133,-4.19,3.1e-5,3.97e-4
early_lymphoid_bcell,TET2-bi vs rest,ATF6,0.0804,4.16,3.54e-5,4.08e-4
early_lymphoid_bcell,TET2-bi vs rest,USP15,0.0221,4.08,5.15e-5,5.38e-4
early_lymphoid_bcell,TET2-bi vs rest,CENPP,-0.0667,-3.68,2.53e-4,0.00243
early_lymphoid_bcell,TET2-bi vs rest,TTC7A,0.182,3.61,3.34e-4,0.00277
early_lymphoid_bcell,TET2-bi vs rest,RANBP2,-0.0405,-3.6,3.37e-4,0.00277
early_lymphoid_bcell,TET2-bi vs rest,MKLN1,0.135,3.56,3.95e-4,0.00303
early_lymphoid_bcell,TET2-bi vs rest,DTL,0.0348,3.47,5.51e-4,0.00396
early_lymphoid_bcell,TET2-bi vs rest,LYN,0.0188,3.42,6.67e-4,0.00451
early_lymphoid_bcell,TET2-bi vs rest,TRIM24,-0.0815,-3.34,8.86e-4,0.00566
early_lymphoid_bcell,TET2-bi vs rest,ARMC8,0.0256,3.28,0.00111,0.00669
early_lymphoid_bcell,TET2-bi vs rest,CSGALNACT2,0.0217,3.22,0.00134,0.0077
early_lymphoid_bcell,TET2-bi vs rest,ANKRD17,-0.019,-3.18,0.00154,0.00842
early_lymphoid_bcell,TET2-bi vs rest,HNRNPK,0.00784,3.12,0.00188,0.00981
early_lymphoid_bcell,TET2-bi vs rest,PICALM,-0.00208,-3.09,0.00207,0.01
early_lymphoid_bcell,TET2-bi vs rest,IP6K1,-0.451,-3.09,0.00209,0.01
early_lymphoid_bcell,TET2-bi vs rest,LSM14A,-0.03,-2.93,0.00356,0.0164
early_lymphoid_bcell,TET2-bi vs rest,LRRFIP1,0.0074400000000000004,2.89,0.00399,0.0176
early_lymphoid_bcell,TET2-bi vs rest,AP3B1,0.0429,2.85,0.00454,0.0193
early_lymphoid_bcell,TET2-bi vs rest,ACTR2,0.323,2.82,0.00488,0.02
early_lymphoid_bcell,TET2-bi vs rest,MARCH6,-0.208,-2.78,0.00555,0.022
early_lymphoid_bcell,TET2-bi vs rest,PACSIN2,0.0139,2.74,0.00629,0.0241
early_lymphoid_bcell,TET2-bi vs rest,DENND4A,0.0315,2.72,0.00671,0.0249
early_lymphoid_bcell,TET2-bi vs rest,DOCK5,0.0232,2.7,0.00719,0.0258
early_lymphoid_bcell,TET2-bi vs rest,SMC5,-0.124,-2.63,0.00868,0.0303
early_lymphoid_bcell,TET2-bi vs rest,FNIP1,0.0458,2.5,0.0127,0.0417
early_lymphoid_bcell,TET2-bi vs rest,GNAQ,0.0554,2.49,0.0129,0.0417
early_lymphoid_bcell,TET2-bi vs rest,PCDH9,-0.256,-2.49,0.013,0.0417
early_lymphoid_bcell,TET2-bi vs rest,HMGB1,0.0151,2.47,0.0138,0.0429
early_lymphoid_bcell,TET2-bi vs rest,EIF3A,-0.155,-2.45,0.0145,0.0437
early_lymphoid_bcell,TET2-bi vs rest,ANKRD11,-0.0209,-2.44,0.0148,0.0437
early_lymphoid_bcell,TET2-bi vs rest,NKTR,0.0162,2.41,0.0163,0.0467
early_lymphoid_bcell,TET2-bi vs rest,USP47,-0.077,-2.4,0.0167,0.0467
early_lymphoid_bcell,TET2-bi vs rest,UBXN4,-0.00918,-2.3,0.0219,0.0601
early_lymphoid_bcell,TET2-bi vs rest,RHOA,-0.00597,-2.26,0.0244,0.0652
early_lymphoid_bcell,TET2-bi vs rest,GRB2,0.0629,2.23,0.0258,0.0675
early_lymphoid_bcell,TET2-bi vs rest,GATAD2B,-0.029,-2.21,0.0271,0.0694
early_lymphoid_bcell,TET2-bi vs rest,PDS5B,-0.0133,-2.12,0.0342,0.0855
early_lymphoid_bcell,TET2-bi vs rest,HP1BP3,0.00961,2.03,0.0427,0.104
early_lymphoid_bcell,TET2-bi vs rest,ABI1,0.0105,2.01,0.0444,0.105
early_lymphoid_bcell,TET2-bi vs rest,ZFAND3,-0.0282,-2.01,0.0447,0.105
early_lymphoid_bcell,TET2-bi vs rest,ANKHD1,0.0953,1.95,0.0512,0.116
early_lymphoid_bcell,TET2-bi vs rest,RAB1A,0.0114,1.95,0.0513,0.116
early_lymphoid_bcell,TET2-bi vs rest,TNKS,0.0256,1.94,0.0534,0.118
early_lymphoid_bcell,TET2-bi vs rest,NR3C1,0.0163,1.91,0.057,0.124
early_lymphoid_bcell,TET2-bi vs rest,EIF1,-0.0321,-1.87,0.0621,0.132
early_lymphoid_bcell,TET2-bi vs rest,KAT6B,-0.136,-1.85,0.0644,0.134
early_lymphoid_bcell,TET2-bi vs rest,UBE3A,-0.0409,-1.85,0.0655,0.134
early_lymphoid_bcell,TET2-bi vs rest,TAOK3,-0.066,-1.78,0.0763,0.154
early_lymphoid_bcell,TET2-bi vs rest,RPL36AL,-0.0278,-1.76,0.0792,0.157
early_lymphoid_bcell,TET2-bi vs rest,SMURF1,0.0642,1.74,0.0825,0.158
early_lymphoid_bcell,TET2-bi vs rest,NSA2,0.0127,1.74,0.0826,0.158
early_lymphoid_bcell,TET2-bi vs rest,RAP1B,-0.00938,-1.72,0.0863,0.162
early_lymphoid_bcell,TET2-bi vs rest,PRDM2,-0.00837,-1.71,0.0874,0.162
early_lymphoid_bcell,TET2-bi vs rest,SRRM1,-0.0908,-1.66,0.0964,0.176
early_lymphoid_bcell,TET2-bi vs rest,NUP98,-0.0556,-1.64,0.101,0.181
early_lymphoid_bcell,TET2-bi vs rest,KMT2E,-0.0302,-1.47,0.141,0.25
early_lymphoid_bcell,TET2-bi vs rest,ARID1A,0.00857,1.36,0.175,0.305
early_lymphoid_bcell,TET2-bi vs rest,FNBP1,0.00678,1.32,0.188,0.323
early_lymphoid_bcell,TET2-bi vs rest,SQSTM1,-0.0231,-1.3,0.194,0.328
early_lymphoid_bcell,TET2-bi vs rest,UBE2G1,-0.0438,-1.29,0.198,0.33
early_lymphoid_bcell,TET2-bi vs rest,GNB1,0.0171,1.25,0.212,0.348
early_lymphoid_bcell,TET2-bi vs rest,EIF4G3,0.0142,1.23,0.218,0.353
early_lymphoid_bcell,TET2-bi vs rest,RBM25,-0.157,-1.21,0.226,0.361
early_lymphoid_bcell,TET2-bi vs rest,ATP11B,0.0274,1.18,0.24,0.378
early_lymphoid_bcell,TET2-bi vs rest,SRSF11,-0.0198,-1.14,0.253,0.389
early_lymphoid_bcell,TET2-bi vs rest,MAX,0.0165,1.14,0.254,0.389
early_lymphoid_bcell,TET2-bi vs rest,DCP1A,-0.0146,-1.12,0.262,0.397
early_lymphoid_bcell,TET2-bi vs rest,ZNF644,-0.0174,-1.03,0.302,0.452
early_lymphoid_bcell,TET2-bi vs rest,MAP3K2,0.0096,1.01,0.312,0.461
early_lymphoid_bcell,TET2-bi vs rest,SOD2,-0.00452,-0.973,0.331,0.482
early_lymphoid_bcell,TET2-bi vs rest,GIT2,0.00629,0.906,0.365,0.525
early_lymphoid_bcell,TET2-bi vs rest,SH3KBP1,0.00972,0.847,0.397,0.564
early_lymphoid_bcell,TET2-bi vs rest,UBR5,-0.00609,-0.836,0.403,0.566
early_lymphoid_bcell,TET2-bi vs rest,MORF4L1,-0.0437,-0.795,0.427,0.592
early_lymphoid_bcell,TET2-bi vs rest,PPP6C,-0.00605,-0.768,0.443,0.599
early_lymphoid_bcell,TET2-bi vs rest,FCHSD2,0.0291,0.768,0.443,0.599
early_lymphoid_bcell,TET2-bi vs rest,SLMAP,-0.00462,-0.741,0.459,0.606
early_lymphoid_bcell,TET2-bi vs rest,TRA2B,-0.0113,-0.74,0.46,0.606
early_lymphoid_bcell,TET2-bi vs rest,MYO9B,-0.0557,-0.733,0.464,0.606
early_lymphoid_bcell,TET2-bi vs rest,ZNF292,-0.0112,-0.702,0.483,0.624
early_lymphoid_bcell,TET2-bi vs rest,PIAS1,0.00442,0.625,0.532,0.68
early_lymphoid_bcell,TET2-bi vs rest,DNTT,-0.093,-0.61,0.542,0.685
early_lymphoid_bcell,TET2-bi vs rest,NEMF,-0.00473,-0.555,0.579,0.724
early_lymphoid_bcell,TET2-bi vs rest,RTF1,0.0034,0.535,0.593,0.733
early_lymphoid_bcell,TET2-bi vs rest,MIS18BP1,0.0103,0.51,0.61,0.747
early_lymphoid_bcell,TET2-bi vs rest,TCF4,-0.00842,-0.455,0.649,0.786
early_lymphoid_bcell,TET2-bi vs rest,NASP,-0.0121,-0.438,0.662,0.788
early_lymphoid_bcell,TET2-bi vs rest,WTAP,-0.00866,-0.433,0.665,0.788
early_lymphoid_bcell,TET2-bi vs rest,CPSF6,-0.00804,-0.418,0.676,0.791
early_lymphoid_bcell,TET2-bi vs rest,SFPQ,-0.00647,-0.411,0.681,0.791
early_lymphoid_bcell,TET2-bi vs rest,SKIL,-0.0146,-0.394,0.693,0.797
early_lymphoid_bcell,TET2-bi vs rest,CBX3,0.00345,0.374,0.708,0.8
early_lymphoid_bcell,TET2-bi vs rest,AFF3,0.0327,0.373,0.71,0.8
early_lymphoid_bcell,TET2-bi vs rest,PHTF1,-0.00195,-0.309,0.757,0.846
early_lymphoid_bcell,TET2-bi vs rest,RLF,0.0166,0.296,0.767,0.848
early_lymphoid_bcell,TET2-bi vs rest,GSK3B,0.0108,0.287,0.774,0.848
early_lymphoid_bcell,TET2-bi vs rest,PPM1B,-0.00168,-0.234,0.815,0.884
early_lymphoid_bcell,TET2-bi vs rest,FBXO11,-0.00253,-0.224,0.823,0.884
early_lymphoid_bcell,TET2-bi vs rest,EIF2AK2,0.00165,0.173,0.863,0.918
early_lymphoid_bcell,TET2-bi vs rest,SLTM,0.0219,0.151,0.88,0.921
early_lymphoid_bcell,TET2-bi vs rest,FUBP1,-0.00252,-0.15,0.881,0.921
early_lymphoid_bcell,TET2-bi vs rest,SMCHD1,0.00194,0.115,0.908,0.935
early_lymphoid_bcell,TET2-bi vs rest,HNRNPA2B1,-6.65e-5,-0.112,0.91,0.935
early_lymphoid_bcell,TET2-bi vs rest,SUMO2,-1.95e-4,-0.0257,0.979,0.997
early_lymphoid_bcell,TET2-bi vs rest,SRP14,0.00249,0.0127,0.99,0.999
early_lymphoid_bcell,TET2-bi vs rest,RNF38,-1.86e-4,-0.00152,0.999,0.999
early_lymphoid_bcell,-7 vs rest,ANKRD17,0.0415,2.48,0.0134,0.819
early_lymphoid_bcell,-7 vs rest,PHTF1,0.0396,2.25,0.025,0.819
early_lymphoid_bcell,-7 vs rest,SLMAP,-0.036,-2.07,0.0391,0.819
early_lymphoid_bcell,-7 vs rest,MKLN1,0.219,2.05,0.0409,0.819
early_lymphoid_bcell,-7 vs rest,LRRFIP1,0.0143,1.98,0.0486,0.819
early_lymphoid_bcell,-7 vs rest,ARMC8,0.0425,1.93,0.054,0.819
early_lymphoid_bcell,-7 vs rest,TRIM24,-0.126,-1.84,0.0663,0.819
early_lymphoid_bcell,-7 vs rest,SMURF1,-0.186,-1.8,0.0722,0.819
early_lymphoid_bcell,-7 vs rest,ATF6,-0.0969,-1.77,0.0765,0.819
early_lymphoid_bcell,-7 vs rest,ABI1,-0.0257,-1.77,0.0777,0.819
early_lymphoid_bcell,-7 vs rest,EIF1,0.0842,1.75,0.0801,0.819
early_lymphoid_bcell,-7 vs rest,ATP11B,-0.107,-1.64,0.1,0.819
early_lymphoid_bcell,-7 vs rest,EIF3A,0.29,1.63,0.104,0.819
early_lymphoid_bcell,-7 vs rest,FBXO11,0.0503,1.6,0.111,0.819
early_lymphoid_bcell,-7 vs rest,RAB1A,-0.0259,-1.58,0.115,0.819
early_lymphoid_bcell,-7 vs rest,KMT2E,-0.0873,-1.52,0.129,0.819
early_lymphoid_bcell,-7 vs rest,TCF4,0.0767,1.48,0.138,0.819
early_lymphoid_bcell,-7 vs rest,TNKS,-0.0547,-1.47,0.141,0.819
early_lymphoid_bcell,-7 vs rest,SRRM1,0.222,1.46,0.146,0.819
early_lymphoid_bcell,-7 vs rest,PRDM2,0.0193,1.41,0.16,0.819
early_lymphoid_bcell,-7 vs rest,NUP98,-0.129,-1.36,0.175,0.819
early_lymphoid_bcell,-7 vs rest,RLF,-0.21,-1.34,0.181,0.819
early_lymphoid_bcell,-7 vs rest,CBX3,0.034,1.32,0.188,0.819
early_lymphoid_bcell,-7 vs rest,ANP32B,0.156,1.27,0.204,0.819
early_lymphoid_bcell,-7 vs rest,UBE2G1,-0.117,-1.23,0.22,0.819
early_lymphoid_bcell,-7 vs rest,GIT2,-0.0237,-1.22,0.224,0.819
early_lymphoid_bcell,-7 vs rest,SRSF11,0.0588,1.22,0.225,0.819
early_lymphoid_bcell,-7 vs rest,NSA2,0.0249,1.21,0.226,0.819
early_lymphoid_bcell,-7 vs rest,LYN,-0.0188,-1.21,0.228,0.819
early_lymphoid_bcell,-7 vs rest,DTL,0.0335,1.19,0.236,0.819
early_lymphoid_bcell,-7 vs rest,PSIP1,0.0489,1.18,0.237,0.819
early_lymphoid_bcell,-7 vs rest,WTAP,-0.0661,-1.18,0.238,0.819
early_lymphoid_bcell,-7 vs rest,PPP6C,-0.0259,-1.17,0.241,0.819
early_lymphoid_bcell,-7 vs rest,HP1BP3,-0.0155,-1.17,0.242,0.819
early_lymphoid_bcell,-7 vs rest,DENND4A,-0.0369,-1.13,0.257,0.832
early_lymphoid_bcell,-7 vs rest,TLK1,0.0492,1.12,0.264,0.832
early_lymphoid_bcell,-7 vs rest,TFDP2,-0.00138,-1.1,0.271,0.832
early_lymphoid_bcell,-7 vs rest,MIS18BP1,-0.0586,-1.04,0.299,0.832
early_lymphoid_bcell,-7 vs rest,GSK3B,-0.108,-1.02,0.306,0.832
early_lymphoid_bcell,-7 vs rest,DOCK5,0.0232,0.955,0.34,0.832
early_lymphoid_bcell,-7 vs rest,DNTT,-0.405,-0.95,0.342,0.832
early_lymphoid_bcell,-7 vs rest,EIF2AK2,0.0249,0.933,0.351,0.832
early_lymphoid_bcell,-7 vs rest,SUMO2,0.0194,0.919,0.358,0.832
early_lymphoid_bcell,-7 vs rest,LSM14A,-0.0259,-0.896,0.37,0.832
early_lymphoid_bcell,-7 vs rest,PICALM,-0.00168,-0.884,0.377,0.832
early_lymphoid_bcell,-7 vs rest,ARID1A,-0.0156,-0.879,0.38,0.832
early_lymphoid_bcell,-7 vs rest,ZFAND3,0.0345,0.876,0.382,0.832
early_lymphoid_bcell,-7 vs rest,FOXP1,0.0304,0.866,0.387,0.832
early_lymphoid_bcell,-7 vs rest,MAX,0.0349,0.863,0.389,0.832
early_lymphoid_bcell,-7 vs rest,RPL36AL,0.0382,0.862,0.389,0.832
early_lymphoid_bcell,-7 vs rest,GATAD2B,0.0312,0.849,0.396,0.832
early_lymphoid_bcell,-7 vs rest,MARK3,0.0364,0.847,0.397,0.832
early_lymphoid_bcell,-7 vs rest,FCHSD2,0.0899,0.846,0.398,0.832
early_lymphoid_bcell,-7 vs rest,PPM1B,-0.017,-0.845,0.398,0.832
early_lymphoid_bcell,-7 vs rest,ZNF644,0.0386,0.819,0.413,0.832
early_lymphoid_bcell,-7 vs rest,RTF1,0.0145,0.815,0.415,0.832
early_lymphoid_bcell,-7 vs rest,BACH2,-0.253,-0.811,0.418,0.832
early_lymphoid_bcell,-7 vs rest,KAT6B,0.166,0.803,0.422,0.832
early_lymphoid_bcell,-7 vs rest,NR3C1,-0.0191,-0.795,0.427,0.832
early_lymphoid_bcell,-7 vs rest,HMGB1,0.0134,0.781,0.435,0.834
early_lymphoid_bcell,-7 vs rest,UBXN4,-0.00853,-0.759,0.448,0.845
early_lymphoid_bcell,-7 vs rest,UBR5,0.015,0.734,0.463,0.855
early_lymphoid_bcell,-7 vs rest,MORF4L1,0.11,0.715,0.475,0.855
early_lymphoid_bcell,-7 vs rest,MARCH6,0.15,0.713,0.476,0.855
early_lymphoid_bcell,-7 vs rest,PCDH9,-0.197,-0.681,0.496,0.878
early_lymphoid_bcell,-7 vs rest,HNRNPK,0.00452,0.638,0.524,0.912
early_lymphoid_bcell,-7 vs rest,NKTR,-0.0113,-0.6,0.549,0.917
early_lymphoid_bcell,-7 vs rest,SMC5,0.0778,0.586,0.558,0.917
early_lymphoid_bcell,-7 vs rest,TTC7A,-0.0812,-0.569,0.57,0.917
early_lymphoid_bcell,-7 vs rest,CENPP,-0.0281,-0.549,0.583,0.917
early_lymphoid_bcell,-7 vs rest,FNBP1,-0.00785,-0.545,0.586,0.917
early_lymphoid_bcell,-7 vs rest,GNAQ,-0.034,-0.544,0.586,0.917
early_lymphoid_bcell,-7 vs rest,GRB2,-0.0429,-0.542,0.588,0.917
early_lymphoid_bcell,-7 vs rest,NEMF,0.0129,0.539,0.59,0.917
early_lymphoid_bcell,-7 vs rest,MYO9B,-0.11,-0.518,0.604,0.927
early_lymphoid_bcell,-7 vs rest,EIF4G3,-0.0159,-0.494,0.621,0.93
